Kategorie: Alle Kategorien

Region,Wohnung: (11.05.17 bis 11.05.17)
Appenzell Ausserrhoden,100
Obwalden,79
Glarus,74
Schaffhausen,42
Thurgau,31
Sankt Gallen,26
Basel-Landschaft,26
Graubünden,23
Zug,21
Aargau,17
Luzern,16
Schwyz,15
Basel-Stadt,15
Zürich,12
Bern,11
Solothurn,9
Wallis,7
Freiburg,6
Genf,5
Waadt,1
Appenzell Innerrhoden,
Jura,
Neuenburg,
Nidwalden,
Tessin,
Uri,
