Kategorie: Alle Kategorien

Region,Wohnung: (26.07.18 bis 26.07.18)
Jura,100
Schwyz,94
Schaffhausen,67
Graubünden,52
Basel-Stadt,47
Aargau,40
Zug,37
Thurgau,36
Wallis,35
Luzern,31
Sankt Gallen,30
Bern,26
Basel-Landschaft,24
Zürich,24
Solothurn,19
Waadt,14
Freiburg,11
Genf,5
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Neuenburg,
Nidwalden,
Obwalden,
Tessin,
Uri,
