Kategorie: Alle Kategorien

Region,Wohnung: (04.05.16 bis 04.05.16)
Glarus,100
Appenzell Ausserrhoden,56
Schaffhausen,40
Thurgau,38
Zug,37
Schwyz,34
Graubünden,32
Basel-Landschaft,21
Aargau,21
Luzern,21
Bern,19
Basel-Stadt,15
Sankt Gallen,15
Zürich,11
Wallis,9
Solothurn,9
Freiburg,9
Tessin,5
Genf,4
Appenzell Innerrhoden,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Uri,
Waadt,
