Kategorie: Alle Kategorien

Region,Wohnung: (28.07.18 bis 28.07.18)
Uri,100
Appenzell Ausserrhoden,52
Nidwalden,50
Obwalden,39
Zug,35
Schaffhausen,29
Solothurn,27
Luzern,26
Aargau,26
Basel-Landschaft,24
Bern,19
Sankt Gallen,16
Schwyz,14
Basel-Stadt,14
Zürich,14
Neuenburg,14
Thurgau,13
Graubünden,12
Freiburg,10
Waadt,6
Appenzell Innerrhoden,
Genf,
Glarus,
Jura,
Tessin,
Wallis,
