Kategorie: Alle Kategorien

Region,Wohnung: (08.09.15 bis 08.09.15)
Schaffhausen,100
Basel-Landschaft,65
Solothurn,64
Sankt Gallen,49
Luzern,37
Aargau,27
Graubünden,24
Bern,24
Zürich,22
Neuenburg,21
Wallis,18
Tessin,14
Basel-Stadt,8
Waadt,5
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Freiburg,
Genf,
Glarus,
Jura,
Nidwalden,
Obwalden,
Schwyz,
Thurgau,
Uri,
Zug,
