Kategorie: Alle Kategorien

Region,Wohnung: (19.02.18 bis 19.02.18)
Nidwalden,100
Graubünden,76
Aargau,61
Glarus,58
Obwalden,52
Appenzell Ausserrhoden,46
Luzern,42
Thurgau,40
Sankt Gallen,37
Zug,29
Schaffhausen,28
Schwyz,27
Solothurn,27
Bern,26
Zürich,26
Basel-Stadt,25
Basel-Landschaft,19
Neuenburg,11
Freiburg,11
Waadt,9
Wallis,6
Appenzell Innerrhoden,
Genf,
Jura,
Tessin,
Uri,
