Kategorie: Alle Kategorien

Region,Wohnung: (13.05.18 bis 13.05.18)
Uri,100
Thurgau,94
Glarus,89
Obwalden,86
Nidwalden,84
Appenzell Ausserrhoden,83
Zug,79
Graubünden,60
Luzern,45
Solothurn,44
Aargau,41
Bern,41
Basel-Stadt,39
Sankt Gallen,37
Zürich,35
Schwyz,35
Wallis,29
Basel-Landschaft,26
Freiburg,11
Waadt,11
Tessin,10
Appenzell Innerrhoden,
Genf,
Jura,
Neuenburg,
Schaffhausen,
