Kategorie: Alle Kategorien

Region,Wohnung: (03.02.17 bis 03.02.17)
Glarus,100
Uri,49
Appenzell Ausserrhoden,43
Nidwalden,34
Schwyz,30
Sankt Gallen,23
Schaffhausen,19
Zug,14
Graubünden,12
Basel-Stadt,11
Luzern,11
Aargau,10
Bern,10
Zürich,8
Thurgau,8
Solothurn,7
Neuenburg,7
Basel-Landschaft,5
Freiburg,5
Genf,5
Wallis,4
Appenzell Innerrhoden,
Jura,
Obwalden,
Tessin,
Waadt,
