Kategorie: Alle Kategorien

Region,Wohnung: (08.01.17 bis 08.01.17)
Appenzell Ausserrhoden,100
Uri,62
Basel-Landschaft,38
Luzern,24
Basel-Stadt,23
Solothurn,22
Zug,22
Aargau,21
Sankt Gallen,17
Schwyz,16
Bern,14
Freiburg,13
Wallis,11
Zürich,10
Thurgau,9
Graubünden,7
Tessin,5
Genf,2
Waadt,2
Appenzell Innerrhoden,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
