Kategorie: Alle Kategorien

Region,Wohnung: (21.12.17 bis 21.12.17)
Glarus,100
Appenzell Ausserrhoden,80
Uri,70
Obwalden,64
Schaffhausen,62
Nidwalden,57
Schwyz,47
Aargau,41
Basel-Landschaft,37
Zug,29
Solothurn,26
Thurgau,25
Luzern,24
Graubünden,22
Basel-Stadt,22
Zürich,20
Bern,16
Sankt Gallen,10
Waadt,6
Appenzell Innerrhoden,
Freiburg,
Genf,
Jura,
Neuenburg,
Tessin,
Wallis,
