Kategorie: Alle Kategorien

Region,Wohnung: (25.12.15 bis 25.12.15)
Glarus,100
Nidwalden,51
Thurgau,23
Schwyz,21
Luzern,13
Aargau,12
Graubünden,9
Sankt Gallen,9
Bern,9
Basel-Landschaft,9
Basel-Stadt,9
Solothurn,7
Zürich,4
Genf,3
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Freiburg,
Jura,
Neuenburg,
Obwalden,
Schaffhausen,
Tessin,
Uri,
Waadt,
Wallis,
Zug,
