Kategorie: Alle Kategorien

Region,Wohnung: (21.08.17 bis 21.08.17)
Glarus,100
Appenzell Ausserrhoden,73
Thurgau,73
Nidwalden,67
Zug,56
Basel-Landschaft,55
Schwyz,42
Schaffhausen,39
Sankt Gallen,34
Basel-Stadt,29
Solothurn,29
Bern,27
Aargau,26
Luzern,23
Zürich,19
Freiburg,15
Graubünden,11
Tessin,7
Waadt,2
Appenzell Innerrhoden,
Genf,
Jura,
Neuenburg,
Obwalden,
Uri,
Wallis,
