Kategorie: Alle Kategorien

Region,Wohnung: (06.11.17 bis 06.11.17)
Appenzell Ausserrhoden,100
Uri,92
Nidwalden,58
Sankt Gallen,37
Aargau,37
Zug,30
Thurgau,29
Solothurn,28
Schwyz,25
Basel-Landschaft,25
Graubünden,22
Zürich,22
Bern,22
Luzern,20
Basel-Stadt,10
Wallis,8
Freiburg,8
Waadt,5
Genf,4
Appenzell Innerrhoden,
Glarus,
Jura,
Neuenburg,
Obwalden,
Schaffhausen,
Tessin,
