Kategorie: Alle Kategorien

Region,Wohnung: (25.08.16 bis 25.08.16)
Uri,100
Schaffhausen,86
Jura,55
Schwyz,48
Graubünden,31
Aargau,31
Basel-Landschaft,26
Thurgau,25
Sankt Gallen,24
Solothurn,22
Luzern,22
Bern,19
Basel-Stadt,18
Zürich,17
Freiburg,11
Genf,5
Waadt,3
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Neuenburg,
Nidwalden,
Obwalden,
Tessin,
Wallis,
Zug,
