Kategorie: Alle Kategorien

Region,Wohnung: (10.09.16 bis 10.09.16)
Uri,100
Schwyz,20
Basel-Landschaft,17
Schaffhausen,15
Thurgau,9
Graubünden,6
Luzern,6
Solothurn,6
Bern,6
Zürich,5
Freiburg,4
Sankt Gallen,4
Aargau,3
Basel-Stadt,3
Tessin,3
Genf,2
Waadt,1
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Wallis,
Zug,
