Kategorie: Alle Kategorien

Region,Wohnung: (27.02.17 bis 27.02.17)
Schaffhausen,100
Glarus,87
Luzern,54
Schwyz,47
Thurgau,32
Sankt Gallen,31
Graubünden,28
Aargau,24
Basel-Stadt,24
Bern,23
Zürich,20
Basel-Landschaft,19
Solothurn,15
Freiburg,7
Tessin,5
Waadt,3
Genf,3
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Uri,
Wallis,
Zug,
