Kategorie: Alle Kategorien

Region,Wohnung: (31.01.16 bis 31.01.16)
Glarus,100
Appenzell Ausserrhoden,93
Schaffhausen,79
Schwyz,40
Luzern,28
Aargau,24
Thurgau,21
Basel-Stadt,20
Solothurn,19
Zürich,17
Sankt Gallen,16
Zug,15
Bern,14
Graubünden,12
Basel-Landschaft,12
Freiburg,8
Wallis,7
Tessin,6
Genf,2
Waadt,2
Appenzell Innerrhoden,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Uri,
