Kategorie: Alle Kategorien

Region,Wohnung: (13.03.17 bis 13.03.17)
Obwalden,100
Uri,84
Nidwalden,49
Solothurn,32
Basel-Landschaft,30
Schaffhausen,30
Basel-Stadt,29
Schwyz,29
Aargau,24
Sankt Gallen,24
Thurgau,24
Zürich,19
Graubünden,15
Luzern,14
Bern,14
Neuenburg,10
Freiburg,6
Genf,5
Tessin,4
Waadt,3
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Wallis,
Zug,
