Kategorie: Alle Kategorien

Region,Wohnung: (20.06.18 bis 20.06.18)
Uri,100
Zug,72
Obwalden,69
Nidwalden,64
Appenzell Ausserrhoden,63
Schwyz,59
Solothurn,56
Thurgau,54
Basel-Landschaft,51
Graubünden,50
Aargau,37
Zürich,29
Bern,27
Luzern,23
Sankt Gallen,22
Waadt,16
Freiburg,15
Tessin,12
Basel-Stadt,9
Genf,4
Appenzell Innerrhoden,
Glarus,
Jura,
Neuenburg,
Schaffhausen,
Wallis,
