Kategorie: Alle Kategorien

Region,Wohnung: (08.11.17 bis 08.11.17)
Obwalden,100
Uri,99
Schaffhausen,86
Schwyz,82
Nidwalden,74
Appenzell Ausserrhoden,73
Zug,52
Luzern,48
Aargau,45
Thurgau,35
Sankt Gallen,34
Basel-Stadt,34
Basel-Landschaft,31
Graubünden,24
Solothurn,23
Zürich,21
Bern,21
Freiburg,11
Waadt,5
Genf,5
Appenzell Innerrhoden,
Glarus,
Jura,
Neuenburg,
Tessin,
Wallis,
