Kategorie: Alle Kategorien

Region,Wohnung: (06.09.17 bis 06.09.17)
Glarus,100
Schaffhausen,41
Nidwalden,38
Appenzell Ausserrhoden,34
Sankt Gallen,23
Luzern,22
Schwyz,21
Bern,16
Graubünden,15
Basel-Stadt,15
Aargau,14
Thurgau,10
Zürich,10
Zug,7
Tessin,7
Basel-Landschaft,6
Solothurn,5
Wallis,5
Genf,1
Waadt,1
Appenzell Innerrhoden,
Freiburg,
Jura,
Neuenburg,
Obwalden,
Uri,
