Kategorie: Alle Kategorien

Region,Wohnung: (28.04.16 bis 28.04.16)
Glarus,100
Jura,48
Schaffhausen,41
Graubünden,38
Thurgau,34
Zug,33
Schwyz,21
Aargau,19
Sankt Gallen,18
Luzern,18
Bern,17
Solothurn,16
Zürich,13
Tessin,10
Basel-Landschaft,10
Basel-Stadt,9
Wallis,9
Genf,4
Waadt,2
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Freiburg,
Neuenburg,
Nidwalden,
Obwalden,
Uri,
