Kategorie: Alle Kategorien

Region,Wohnung: (31.10.15 bis 31.10.15)
Sankt Gallen,100
Schaffhausen,96
Graubünden,78
Basel-Landschaft,40
Basel-Stadt,37
Freiburg,36
Luzern,33
Solothurn,32
Wallis,29
Bern,25
Aargau,25
Zürich,20
Waadt,17
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Genf,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schwyz,
Thurgau,
Tessin,
Uri,
Zug,
