Kategorie: Alle Kategorien

Region,Wohnung: (30.09.16 bis 30.09.16)
Obwalden,100
Appenzell Ausserrhoden,66
Zug,49
Schaffhausen,35
Thurgau,29
Graubünden,24
Schwyz,20
Solothurn,20
Sankt Gallen,17
Luzern,16
Aargau,15
Bern,12
Zürich,12
Basel-Stadt,8
Genf,6
Tessin,5
Waadt,2
Appenzell Innerrhoden,
Basel-Landschaft,
Freiburg,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Uri,
Wallis,
