Kategorie: Alle Kategorien

Region,Wohnung: (23.02.16 bis 23.02.16)
Uri,100
Glarus,89
Appenzell Ausserrhoden,83
Nidwalden,61
Schaffhausen,35
Schwyz,31
Thurgau,25
Graubünden,25
Basel-Stadt,25
Zug,25
Basel-Landschaft,21
Freiburg,17
Zürich,16
Aargau,16
Bern,16
Luzern,13
Sankt Gallen,12
Solothurn,8
Wallis,7
Tessin,6
Genf,5
Waadt,2
Appenzell Innerrhoden,
Jura,
Neuenburg,
Obwalden,
