Kategorie: Alle Kategorien

Region,Wohnung: (19.01.18 bis 19.01.18)
Uri,100
Glarus,88
Appenzell Ausserrhoden,72
Graubünden,68
Schaffhausen,65
Schwyz,64
Solothurn,55
Zug,54
Basel-Stadt,54
Jura,49
Basel-Landschaft,45
Sankt Gallen,43
Luzern,41
Bern,40
Aargau,40
Zürich,30
Thurgau,21
Wallis,13
Freiburg,11
Tessin,8
Waadt,6
Genf,4
Appenzell Innerrhoden,
Neuenburg,
Nidwalden,
Obwalden,
