Kategorie: Alle Kategorien

Region,Wohnung: (18.09.16 bis 18.09.16)
Appenzell Ausserrhoden,100
Schwyz,60
Graubünden,55
Basel-Landschaft,46
Solothurn,34
Aargau,32
Thurgau,29
Zürich,27
Tessin,27
Luzern,25
Basel-Stadt,24
Freiburg,24
Zug,23
Sankt Gallen,22
Bern,21
Waadt,6
Appenzell Innerrhoden,
Genf,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
Uri,
Wallis,
