Kategorie: Alle Kategorien

Region,Wohnung: (18.10.15 bis 18.10.15)
Schaffhausen,100
Nidwalden,85
Graubünden,37
Luzern,30
Zug,27
Bern,19
Basel-Landschaft,19
Thurgau,15
Freiburg,13
Aargau,13
Zürich,13
Solothurn,11
Genf,8
Sankt Gallen,8
Basel-Stadt,6
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Neuenburg,
Obwalden,
Schwyz,
Tessin,
Uri,
Waadt,
Wallis,
