Kategorie: Alle Kategorien

Region,Wohnung: (17.11.16 bis 17.11.16)
Uri,100
Appenzell Ausserrhoden,77
Aargau,26
Schwyz,20
Luzern,20
Thurgau,19
Sankt Gallen,15
Zug,14
Zürich,13
Basel-Stadt,13
Bern,12
Graubünden,11
Basel-Landschaft,11
Wallis,9
Tessin,6
Genf,5
Appenzell Innerrhoden,
Freiburg,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
Solothurn,
Waadt,
