Kategorie: Alle Kategorien

Region,Wohnung: (07.11.16 bis 07.11.16)
Obwalden,100
Nidwalden,39
Schwyz,34
Jura,27
Schaffhausen,21
Basel-Landschaft,15
Thurgau,14
Aargau,12
Zürich,12
Sankt Gallen,11
Wallis,10
Freiburg,9
Basel-Stadt,9
Luzern,7
Zug,7
Graubünden,7
Neuenburg,6
Bern,6
Solothurn,5
Waadt,3
Genf,2
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Tessin,
Uri,
