Kategorie: Alle Kategorien

Region,Wohnung: (18.08.18 bis 18.08.18)
Nidwalden,100
Glarus,62
Schaffhausen,61
Uri,61
Schwyz,55
Obwalden,52
Aargau,45
Sankt Gallen,35
Basel-Landschaft,35
Luzern,33
Thurgau,28
Solothurn,27
Basel-Stadt,21
Graubünden,20
Zug,19
Zürich,18
Bern,15
Tessin,11
Freiburg,8
Genf,5
Waadt,2
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Jura,
Neuenburg,
Wallis,
