Kategorie: Alle Kategorien

Region,Wohnung: (24.04.17 bis 24.04.17)
Obwalden,100
Uri,53
Glarus,45
Nidwalden,35
Thurgau,29
Sankt Gallen,20
Schaffhausen,19
Graubünden,19
Schwyz,19
Solothurn,18
Aargau,16
Basel-Stadt,14
Luzern,13
Zürich,11
Basel-Landschaft,11
Bern,10
Zug,8
Wallis,5
Waadt,2
Genf,2
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Freiburg,
Jura,
Neuenburg,
Tessin,
