Kategorie: Alle Kategorien

Region,Wohnung: (30.01.16 bis 30.01.16)
Graubünden,100
Zug,96
Schwyz,72
Solothurn,67
Bern,65
Basel-Landschaft,60
Aargau,50
Zürich,49
Wallis,49
Thurgau,47
Sankt Gallen,42
Luzern,34
Basel-Stadt,34
Freiburg,28
Tessin,18
Genf,14
Waadt,6
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
Uri,
