Kategorie: Alle Kategorien

Region,Wohnung: (08.12.16 bis 08.12.16)
Appenzell Innerrhoden,100
Glarus,24
Appenzell Ausserrhoden,21
Solothurn,7
Zug,7
Luzern,6
Basel-Landschaft,6
Thurgau,6
Bern,6
Aargau,6
Sankt Gallen,5
Zürich,4
Graubünden,3
Freiburg,3
Wallis,3
Basel-Stadt,2
Genf,1
Waadt,1
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
Schwyz,
Tessin,
Uri,
