Kategorie: Alle Kategorien

Region,Wohnung: (01.03.18 bis 01.03.18)
Appenzell Innerrhoden,100
Uri,38
Glarus,37
Nidwalden,33
Basel-Landschaft,29
Appenzell Ausserrhoden,28
Sankt Gallen,28
Luzern,22
Schaffhausen,19
Aargau,17
Zürich,17
Solothurn,15
Bern,15
Thurgau,14
Basel-Stadt,12
Schwyz,9
Graubünden,8
Zug,8
Freiburg,5
Wallis,3
Genf,3
Tessin,3
Waadt,3
Jura,
Neuenburg,
Obwalden,
