Kategorie: Alle Kategorien

Region,Wohnung: (25.06.18 bis 25.06.18)
Basel-Landschaft,100
Uri,92
Obwalden,77
Luzern,76
Schwyz,72
Graubünden,59
Aargau,54
Sankt Gallen,48
Thurgau,44
Zug,43
Bern,42
Zürich,39
Basel-Stadt,34
Solothurn,21
Waadt,15
Wallis,11
Genf,5
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Freiburg,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Schaffhausen,
Tessin,
