Kategorie: Alle Kategorien

Region,Wohnung: (21.09.15 bis 21.09.15)
Glarus,100
Schaffhausen,60
Schwyz,44
Graubünden,24
Luzern,21
Basel-Landschaft,19
Thurgau,17
Zug,17
Sankt Gallen,17
Aargau,14
Zürich,12
Freiburg,9
Bern,9
Basel-Stadt,9
Wallis,8
Genf,6
Waadt,4
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Solothurn,
Tessin,
Uri,
