Kategorie: Alle Kategorien

Region,Wohnung: (08.08.18 bis 08.08.18)
Uri,100
Glarus,87
Schwyz,36
Luzern,28
Sankt Gallen,28
Aargau,28
Thurgau,27
Solothurn,24
Basel-Stadt,22
Schaffhausen,22
Zug,19
Zürich,16
Graubünden,15
Bern,12
Basel-Landschaft,11
Freiburg,6
Wallis,4
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Genf,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Tessin,
Waadt,
