Kategorie: Alle Kategorien

Region,Wohnung: (08.05.17 bis 08.05.17)
Glarus,100
Schaffhausen,74
Appenzell Ausserrhoden,72
Nidwalden,61
Basel-Landschaft,49
Schwyz,41
Zug,40
Aargau,28
Zürich,27
Thurgau,24
Bern,24
Sankt Gallen,23
Luzern,23
Basel-Stadt,22
Graubünden,18
Freiburg,16
Solothurn,13
Neuenburg,12
Wallis,9
Genf,9
Tessin,6
Appenzell Innerrhoden,
Jura,
Obwalden,
Uri,
Waadt,
