Kategorie: Alle Kategorien

Region,Wohnung: (19.03.17 bis 19.03.17)
Obwalden,100
Glarus,84
Appenzell Ausserrhoden,75
Zug,51
Sankt Gallen,36
Solothurn,32
Graubünden,28
Basel-Stadt,23
Basel-Landschaft,23
Aargau,20
Schwyz,20
Zürich,20
Luzern,16
Bern,14
Thurgau,12
Genf,10
Waadt,3
Appenzell Innerrhoden,
Freiburg,
Jura,
Neuenburg,
Nidwalden,
Schaffhausen,
Tessin,
Uri,
Wallis,
