Kategorie: Alle Kategorien

Region,Wohnung: (28.04.18 bis 28.04.18)
Schaffhausen,100
Appenzell Ausserrhoden,95
Uri,60
Obwalden,58
Schwyz,36
Thurgau,31
Aargau,30
Graubünden,27
Basel-Landschaft,22
Basel-Stadt,21
Sankt Gallen,21
Solothurn,20
Luzern,20
Zug,17
Bern,16
Zürich,15
Freiburg,14
Genf,7
Wallis,7
Waadt,5
Appenzell Innerrhoden,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Tessin,
