Kategorie: Alle Kategorien

Region,Wohnung: (12.02.16 bis 12.02.16)
Obwalden,100
Nidwalden,71
Schwyz,64
Basel-Landschaft,45
Thurgau,40
Luzern,35
Zug,34
Sankt Gallen,28
Graubünden,25
Zürich,17
Solothurn,14
Aargau,12
Bern,10
Neuenburg,9
Freiburg,9
Wallis,7
Basel-Stadt,7
Waadt,4
Genf,2
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Schaffhausen,
Tessin,
Uri,
