Kategorie: Alle Kategorien

Region,Wohnung: (04.02.17 bis 04.02.17)
Zug,100
Schwyz,63
Schaffhausen,61
Sankt Gallen,57
Aargau,52
Graubünden,33
Bern,33
Thurgau,32
Basel-Stadt,30
Zürich,27
Solothurn,27
Luzern,21
Basel-Landschaft,17
Freiburg,13
Wallis,10
Genf,7
Waadt,3
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Tessin,
Uri,
