Kategorie: Alle Kategorien

Region,Wohnung: (26.11.16 bis 26.11.16)
Obwalden,100
Nidwalden,64
Graubünden,29
Aargau,20
Basel-Landschaft,18
Luzern,17
Schwyz,16
Zug,12
Bern,11
Thurgau,10
Basel-Stadt,10
Solothurn,10
Zürich,9
Sankt Gallen,9
Freiburg,7
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Genf,
Glarus,
Jura,
Neuenburg,
Schaffhausen,
Tessin,
Uri,
Waadt,
Wallis,
