Kategorie: Alle Kategorien

Region,Wohnung: (31.05.18 bis 31.05.18)
Appenzell Ausserrhoden,100
Obwalden,51
Schwyz,46
Solothurn,42
Sankt Gallen,34
Thurgau,33
Aargau,32
Graubünden,32
Jura,31
Luzern,31
Bern,30
Basel-Stadt,21
Zürich,21
Zug,17
Basel-Landschaft,14
Wallis,8
Freiburg,7
Waadt,7
Tessin,6
Genf,3
Appenzell Innerrhoden,
Glarus,
Neuenburg,
Nidwalden,
Schaffhausen,
Uri,
