Kategorie: Alle Kategorien

Region,Wohnung: (09.11.16 bis 09.11.16)
Uri,100
Appenzell Ausserrhoden,59
Thurgau,47
Aargau,33
Luzern,29
Graubünden,22
Basel-Landschaft,19
Schwyz,19
Zug,18
Bern,17
Sankt Gallen,17
Zürich,12
Solothurn,11
Basel-Stadt,10
Freiburg,8
Wallis,8
Genf,4
Waadt,3
Appenzell Innerrhoden,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
Tessin,
