Kategorie: Alle Kategorien

Region,Wohnung: (12.01.18 bis 12.01.18)
Glarus,100
Obwalden,89
Schaffhausen,88
Nidwalden,79
Appenzell Ausserrhoden,75
Jura,72
Aargau,62
Sankt Gallen,56
Zug,47
Thurgau,44
Schwyz,43
Bern,38
Basel-Stadt,31
Zürich,31
Luzern,30
Solothurn,20
Tessin,17
Basel-Landschaft,17
Graubünden,14
Waadt,5
Genf,4
Appenzell Innerrhoden,
Freiburg,
Neuenburg,
Uri,
Wallis,
