Kategorie: Alle Kategorien

Region,Wohnung: (07.12.17 bis 07.12.17)
Appenzell Ausserrhoden,100
Nidwalden,86
Uri,55
Schaffhausen,35
Schwyz,23
Basel-Landschaft,22
Solothurn,22
Graubünden,21
Thurgau,18
Luzern,17
Aargau,17
Sankt Gallen,17
Zürich,15
Basel-Stadt,13
Bern,11
Zug,10
Wallis,6
Tessin,5
Waadt,3
Appenzell Innerrhoden,
Freiburg,
Genf,
Glarus,
Jura,
Neuenburg,
Obwalden,
