Kategorie: Alle Kategorien

Region,Wohnung: (21.02.16 bis 21.02.16)
Schaffhausen,100
Solothurn,78
Sankt Gallen,74
Basel-Landschaft,61
Bern,58
Schwyz,55
Aargau,54
Thurgau,51
Zürich,51
Zug,42
Graubünden,34
Luzern,27
Basel-Stadt,26
Freiburg,23
Tessin,16
Genf,9
Waadt,5
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Uri,
Wallis,
