Kategorie: Alle Kategorien

Region,Wohnung: (08.08.17 bis 08.08.17)
Appenzell Innerrhoden,100
Thurgau,39
Obwalden,39
Glarus,34
Appenzell Ausserrhoden,31
Nidwalden,27
Sankt Gallen,21
Aargau,18
Luzern,16
Schaffhausen,15
Schwyz,13
Basel-Landschaft,12
Zürich,11
Basel-Stadt,10
Solothurn,10
Graubünden,9
Bern,9
Zug,7
Freiburg,6
Neuenburg,6
Wallis,5
Waadt,3
Genf,1
Jura,
Tessin,
Uri,
