Kategorie: Alle Kategorien

Region,Wohnung: (09.07.17 bis 09.07.17)
Nidwalden,100
Schaffhausen,86
Graubünden,82
Basel-Landschaft,59
Schwyz,46
Aargau,42
Zug,39
Luzern,36
Sankt Gallen,34
Basel-Stadt,29
Solothurn,26
Zürich,25
Bern,24
Neuenburg,22
Wallis,13
Freiburg,12
Tessin,10
Waadt,5
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Genf,
Glarus,
Jura,
Obwalden,
Thurgau,
Uri,
