Kategorie: Alle Kategorien

Region,Wohnung: (08.04.16 bis 08.04.16)
Appenzell Innerrhoden,100
Nidwalden,26
Schaffhausen,13
Luzern,7
Schwyz,7
Basel-Landschaft,7
Sankt Gallen,6
Zürich,5
Basel-Stadt,4
Solothurn,4
Bern,4
Aargau,3
Graubünden,3
Freiburg,3
Genf,1
Waadt,1
Appenzell Ausserrhoden,
Glarus,
Jura,
Neuenburg,
Obwalden,
Thurgau,
Tessin,
Uri,
Wallis,
Zug,
