Kategorie: Alle Kategorien

Region,Wohnung: (05.10.15 bis 05.10.15)
Obwalden,100
Zug,23
Schaffhausen,21
Thurgau,15
Bern,12
Basel-Stadt,11
Basel-Landschaft,10
Solothurn,10
Luzern,10
Sankt Gallen,8
Zürich,8
Graubünden,8
Aargau,7
Wallis,5
Freiburg,5
Tessin,4
Waadt,3
Genf,2
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Schwyz,
Uri,
