Kategorie: Alle Kategorien

Region,Wohnung: (16.08.17 bis 16.08.17)
Glarus,100
Thurgau,55
Schwyz,41
Schaffhausen,40
Graubünden,39
Zug,38
Aargau,36
Sankt Gallen,30
Zürich,29
Solothurn,28
Basel-Landschaft,21
Bern,21
Freiburg,20
Luzern,18
Basel-Stadt,16
Tessin,7
Waadt,4
Genf,3
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Uri,
Wallis,
