Kategorie: Alle Kategorien

Region,Wohnung: (02.09.16 bis 02.09.16)
Obwalden,100
Sankt Gallen,44
Thurgau,42
Solothurn,28
Graubünden,27
Schwyz,27
Aargau,23
Zürich,22
Basel-Landschaft,20
Basel-Stadt,18
Bern,17
Zug,17
Neuenburg,16
Luzern,11
Freiburg,11
Genf,6
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Glarus,
Jura,
Nidwalden,
Schaffhausen,
Tessin,
Uri,
Waadt,
Wallis,
