Kategorie: Alle Kategorien

Region,Wohnung: (11.04.18 bis 11.04.18)
Obwalden,100
Uri,67
Appenzell Ausserrhoden,53
Schwyz,53
Aargau,39
Luzern,35
Sankt Gallen,29
Schaffhausen,28
Zug,26
Solothurn,26
Bern,25
Thurgau,24
Zürich,21
Freiburg,21
Basel-Stadt,19
Graubünden,16
Basel-Landschaft,15
Wallis,13
Neuenburg,12
Waadt,8
Appenzell Innerrhoden,
Genf,
Glarus,
Jura,
Nidwalden,
Tessin,
