Kategorie: Alle Kategorien

Region,Wohnung: (13.01.18 bis 13.01.18)
Appenzell Ausserrhoden,100
Uri,98
Glarus,87
Nidwalden,70
Schwyz,65
Zug,48
Schaffhausen,44
Aargau,35
Graubünden,32
Luzern,30
Zürich,28
Bern,28
Basel-Landschaft,24
Sankt Gallen,21
Basel-Stadt,21
Solothurn,18
Wallis,16
Thurgau,13
Freiburg,11
Tessin,10
Genf,6
Waadt,3
Appenzell Innerrhoden,
Jura,
Neuenburg,
Obwalden,
