Kategorie: Alle Kategorien

Region,Wohnung: (27.04.16 bis 27.04.16)
Uri,100
Appenzell Ausserrhoden,57
Schaffhausen,46
Zug,44
Aargau,33
Schwyz,30
Luzern,26
Thurgau,25
Sankt Gallen,23
Bern,22
Basel-Landschaft,21
Solothurn,21
Graubünden,18
Freiburg,17
Zürich,17
Basel-Stadt,16
Neuenburg,11
Tessin,11
Waadt,4
Genf,2
Appenzell Innerrhoden,
Glarus,
Jura,
Nidwalden,
Obwalden,
Wallis,
