Kategorie: Alle Kategorien

Region,Wohnung: (22.05.18 bis 22.05.18)
Glarus,100
Uri,97
Nidwalden,84
Appenzell Ausserrhoden,79
Aargau,72
Solothurn,66
Thurgau,63
Basel-Landschaft,58
Schwyz,57
Sankt Gallen,53
Schaffhausen,50
Zürich,43
Zug,40
Basel-Stadt,39
Luzern,37
Graubünden,35
Bern,33
Wallis,17
Tessin,17
Waadt,9
Genf,4
Appenzell Innerrhoden,
Freiburg,
Jura,
Neuenburg,
Obwalden,
