Kategorie: Alle Kategorien

Region,Wohnung: (10.07.18 bis 10.07.18)
Glarus,100
Schwyz,94
Thurgau,70
Aargau,58
Solothurn,56
Luzern,36
Basel-Stadt,35
Sankt Gallen,33
Zürich,32
Bern,29
Basel-Landschaft,28
Graubünden,24
Zug,21
Freiburg,18
Tessin,9
Waadt,4
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Genf,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schaffhausen,
Uri,
Wallis,
