Kategorie: Alle Kategorien

Region,Wohnung: (04.10.16 bis 04.10.16)
Appenzell Innerrhoden,100
Obwalden,34
Schaffhausen,13
Solothurn,10
Thurgau,8
Basel-Landschaft,7
Luzern,6
Zug,6
Bern,5
Sankt Gallen,5
Zürich,5
Basel-Stadt,4
Neuenburg,4
Aargau,4
Graubünden,3
Wallis,3
Tessin,3
Freiburg,3
Appenzell Ausserrhoden,
Genf,
Glarus,
Jura,
Nidwalden,
Schwyz,
Uri,
Waadt,
