Kategorie: Alle Kategorien

Region,Wohnung: (09.09.15 bis 09.09.15)
Appenzell Ausserrhoden,100
Schaffhausen,53
Solothurn,38
Basel-Landschaft,33
Sankt Gallen,28
Luzern,21
Thurgau,19
Zug,19
Zürich,19
Aargau,17
Bern,17
Freiburg,15
Wallis,14
Tessin,10
Basel-Stadt,8
Waadt,7
Genf,3
Appenzell Innerrhoden,
Glarus,
Graubünden,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Schwyz,
Uri,
