Kategorie: Alle Kategorien

Region,Wohnung: (30.12.16 bis 30.12.16)
Schaffhausen,100
Thurgau,54
Zug,45
Basel-Landschaft,40
Graubünden,38
Sankt Gallen,38
Aargau,29
Schwyz,28
Luzern,26
Basel-Stadt,25
Solothurn,23
Zürich,19
Bern,19
Wallis,9
Genf,7
Waadt,3
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Freiburg,
Glarus,
Jura,
Neuenburg,
Nidwalden,
Obwalden,
Tessin,
Uri,
