Kategorie: Alle Kategorien

Region,Wohnung: (17.04.16 bis 17.04.16)
Glarus,100
Uri,97
Nidwalden,66
Schwyz,37
Schaffhausen,33
Graubünden,30
Thurgau,23
Basel-Landschaft,19
Aargau,19
Luzern,18
Bern,17
Sankt Gallen,17
Zug,15
Basel-Stadt,15
Zürich,14
Solothurn,7
Freiburg,7
Tessin,5
Genf,2
Waadt,2
Appenzell Innerrhoden,
Appenzell Ausserrhoden,
Jura,
Neuenburg,
Obwalden,
Wallis,
